Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Kutcha Wall & Roof Households (hh_kutcha_wall_roof),Kutcha Wall & Roof Households (%) (perct_hh_kutcha_wall_roof),PMAY Houses (pmay_house),PMAY Permanent Waitlist (pmay_permanent_wait_list),State Housing Scheme Houses (any_state_housing_scheme),State Housing Scheme Permanent Waitlist (any_state_housing_permanent_wait_list)
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176000","Kalkondi","545980","Kalkondi",25,10,45,190,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175977","Dategaon","545993","Dategaon",25,10.5,3,17,2,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176017","Limbala Makata","545968","Limbala Makta",9,3.46,5,0,0,12
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175998","Kalamkonda Bk","545931","Kalamkonda Bk.",4,1.47,64,3,24,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176011","Khandala","545864","Khandala",110,22.68,1,450,7,32
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175951","Aadgaon","545858","Adgaon",2,0.49,2,10,50,10
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175971","Bramaphuri","545977","Bramhapuri",115,56.37,85,115,42,5
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175969","Borishekari","545932","Bori Shikari",60,19.23,15,25,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175991","Isapur","545923","Isapur",107,40.38,2,2,8,50
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176036","Phalegaon","545852","Phalegaon",250,30.86,660,200,250,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175964","Bhogaon","545921","Bhogaon",80,100,20,30,20,2
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175964","Bhogaon","545927","Patan",20,40,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176006","Karwadi","545946","Ganeshwadi",8,25,10,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176006","Karwadi","545948","Karwadi",5,0.93,10,50,20,10
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176006","Karwadi","545949","Malharwadi",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176028","Navalghavan","545869","Navalgavhan",35,8.33,250,6,255,10
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176034","Patonda","545876","Patonda",45,30,20,10,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176002","Kanadkheda Kh","545843","Kanadkheda Kh.",105,66.88,15,100,100,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176002","Kanadkheda Kh","545844","Kalburga",8,5.76,8,8,8,8
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176002","Kanadkheda Kh","545845","Chinchpuri",26,41.27,8,26,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176002","Kanadkheda Kh","545846","Wadhona Pr. Washim",10,16.95,5,10,3,9
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175962","Bhingi","545855","Bhingi",200,71.17,200,90,40,35
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175962","Bhingi","545857","Bhuli",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176040","Raholi Bk","545955","Dhotarwadi",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176040","Raholi Bk","545960","Rajwadi",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176040","Raholi Bk","545961","Singarwadi",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176040","Raholi Bk","545962","Jamwadi",155,25,4,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176040","Raholi Bk","545963","Sasewadi",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176040","Raholi Bk","545965","Raholi Bk.",155,25.75,4,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176245","Limbala Hudi","545830","Limbala Hudi",10,8.13,5,110,15,10
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176245","Limbala Hudi","545831","Hudi",20,20.83,3,2,5,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176219","Hatala","545797","Hatala",280,58.33,6,0,15,45
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176200","Bramhawadi","545828","Mangwadi",1,50,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176200","Bramhawadi","545829","Bramhawadi",90,10.47,345,435,90,435
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176294","Yeldari","545742","Yeldari",40,36.36,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176193","Bardapimpri","545710","Pimpri Barda",47,26.26,5,5,5,7
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176193","Bardapimpri","545711","Barda",87,43.5,9,5,2,4
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176289","Wayachalpimpri","545786","Waychal Pimpari",20,4.59,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176289","Wayachalpimpri","545810","Belala",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176269","Shindephal","545770","Shindephal",45,14.75,25,75,15,50
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176291","Watkali","545774","Watkali",270,49.54,4,32,6,16
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176236","Kendra (Bk)","545794","Kendra Bk",40,6.45,2,24,6,4
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176191","Ban","545708","Ban",94,32.19,148,287,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176242","Kolsa","545804","Kolsa",11,2.09,60,35,4,5
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176221","Hiwarkheda","545723","Hiwarkheda",200,81.63,5,200,18,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176288","Warkheda","545755","Warkheda",150,43.48,8,10,3,7
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176267","Shegaon","545753","Shegaon",50,12.5,70,50,120,200
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176263","Sapatgaon","545808","Sapatgaon",25,7.44,15,0,5,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176271","Shivani (Bk)","545768","Shivni Bk",70,29.91,0,150,0,30
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176202","Chinchkheda","545743","Chinchkheda",20,14.29,10,10,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176276","Sukali (Bk)","545764","Suldali Bk.",15,6.79,0,0,2,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176276","Sukali (Bk)","545766","Belkheda",3,10.34,0,0,1,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176279","Talni","545816","Talni Pra Narsi",20,1.36,0,107,35,20
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176214","Ghordari","545714","Ghordadi",15,3.7,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176203","Choundhi (Bk)","545800","Chondi Bk",11,4.47,3,85,8,33
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176256","Patoda","545737","Patoda",2,0.33,10,18,3,2
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176280","Tandulwadi","545749","Tandulwadi",70,46.36,65,65,25,30
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176280","Tandulwadi","545750","Bodkha",40,37.38,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176262","Salegaon","545727","Salegaon",91,56.52,10,25,12,10
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176230","Kahakar(Bk)","545756","Kahakar Bk",250,41.67,60,400,40,300
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176282","Uti (Purna)","545728","Uti Purna",27,17.65,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176199","Brahmanwada","545787","Bramhanwada Pra Washim",42,11.93,7,250,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176290","Warudkaji","545820","Warud Saman",6,7.79,2,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176290","Warudkaji","545821","Warud Kaji",6,6.74,2,0,2,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176259","Ridhora","545817","Ridhora",121,41.58,2,5,5,5
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176195","Babhulgaon","545799","Babhulgaon",125,14.71,19,432,26,74
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176197","Borkhedee","545734","Borkhadi",25,21.74,3,50,5,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176197","Borkhedee","545735","Holgira",3,4.29,1,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176243","Kondwada","545801","Kondwada",170,70.54,88,120,7,2
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176210","Dhotra","545733","Dhotara",100,56.5,0,140,10,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176206","Datala Kh","545771","Datada Kh",6,2.56,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176220","Hatta","545738","Hatta",55,10.5,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176220","Hatta","545747","Hatta Tanda",40,51.95,0,0,0,8
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176192","Bhankheda","545813","Bhankheda",15,3.1,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176190","Bhagwati","545779","Pawti",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176190","Bhagwati","545781","Bhagwati",100,16.67,30,50,20,60
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176208","Dhangarwadi","545759","Dhangarwadi",40,14.18,0,200,0,50
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176201","Chikhalagar","545827","Chikhalagar",10,4,0,0,30,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176233","Kavardari","545802","Kawardadi",22,10.48,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176231","Kapadsingi","545713","Kapadsingi",45,10.82,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176265","Sawarkheda","545719","Sawarkheda",12,6.45,0,2,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176265","Sawarkheda","545773","Suldali Kh",5,4.55,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176223","Jamandh","545825","Jamb Andh",68,32.85,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176224","Jamdaya","545832","Jamdaya",85,34.69,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176268","Singikhamba","545720","Shinagikhamba",200,53.33,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176234","Kawatha (Bk)","545803","Kawatha Bk.",20,3.62,200,10,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176217","Gugulpimpri","545780","Gugal Pimpari",30,4.17,250,11,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176240","Khillar","545835","Khillar",65,30.81,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176240","Khillar","545836","Umardari",20,25,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176264","Sawana","545785","Sawana",46,4.6,5,2,0,8
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176275","Sukali (Kh)","545805","Sukli Kh",40,17.94,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176273","Sonsawangi","545730","Bamani Kh",12,14.81,5,5,5,5
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176273","Sonsawangi","545731","Sonsawangi",10,31.25,5,5,5,5
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176273","Sonsawangi","545783","Garkheda",31,41.33,2,5,5,5
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176229","Kahakar (Kh)","545721","Kahakar Kh",15,5.73,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176204","Choundhi (Kh)","545788","Chondi Kh",100,35.71,142,0,16,100
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176253","Palshi","545760","Palshi",48,8,50,50,60,160
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176260","Sabalkheda","545761","Sabalkheda",132,59.46,20,110,6,22
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176226","Jamathi (Bk)","545795","Gondankheda",185,93.91,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176226","Jamathi (Bk)","545798","Jamthi Bk",185,58.54,0,150,8,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176207","Deoulgaon (J)","545763","Changephal",1,2.38,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176207","Deoulgaon (J)","545765","Deulgaon Jahagir",30,9.01,0,200,50,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176257","Pimpriling","545838","Repa",10,11.49,2,0,3,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176257","Pimpriling","545839","Pimpri Ling",15,9.87,2,0,2,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176257","Pimpriling","545840","Ling Pimpri",8,20,8,8,8,8
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176241","Khudaj","545823","Khudaj",600,88.89,17,10,7,10
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176244","Limbala Aamdari","545745","Limbala Amdari",17,39.53,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176244","Limbala Aamdari","545746","Limbala Tanda",71,25.27,8,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176258","Pusegaon","545822","Pusegaon",23,1.79,9,1026,274,312
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176292","Wazar (Kh)","545709","Wazur Kh",100,46.95,50,20,100,100
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176252","Mazod","545791","Mazod",10,2,423,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176237","Kendra (Kh)","545793","Kendra Kh",25,7.16,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176222","Jaipur","545718","Jaipur",50,5.77,5,616,0,178
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176216","Goregaon","545789","Goregaon",1290,64.05,45,1281,20,56
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176254","Pankanergaon","545751","Pankanhergaon",900,39.13,3,668,17,168
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176239","Khairkheda","545752","Khairkheda",15,7.89,5,140,20,5
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176251","Manaspimpri","545777","Mannas Pimpari",21,5.43,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176246","Lingdari","545824","Lingdari",10,4.26,140,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176284","Wadhona","545717","Wadhona",50,9.35,13,56,13,56
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176272","Shivani (Kh)","545767","Shivni Kh",40,22.22,10,125,5,30
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176250","Makodi","545814","Makodi",170,52.96,11,19,11,20
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176293","Weltura","545716","Weltura",45,9.98,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176283","Wadhivara","545826","Wad Hiwara",16,8.65,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176235","Kelsula","545715","Kelsula",35,6.49,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176238","Khadaki","545725","Khadaki",126,38.18,14,210,25,230
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176225","Jambhrun (Bk)","545819","Jamrun Bk",150,57.03,0,150,4,85
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176270","Singinaga","545807","Sinagi Naga",100,40,200,100,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176196","Bhandari","545739","Bhandari",10,4.03,20,11,22,12
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176196","Bhandari","545740","Khairi",10,20,0,10,0,10
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176196","Bhandari","545741","Karla",10,50,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176255","Pardi (Po)","545818","Pardi",150,83.33,2,152,6,44
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176277","Surajkheda","545784","Surajkheda",40,11.43,10,5,7,5
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176285","Waghijali","545757","Waghjali",40,6.84,70,7,63,411
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176232","Karegaon","545769","Karegaon",100,56.82,0,150,3,47
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176249","Mhalsapur","545812","Mahalsapur",40,19.14,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176227","Jawala (Bk)","545762","Jawala Bk.",240,25.4,8,200,22,32
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176274","Suldali (Bk)","545806","Sukli Bk",42,17.87,15,47,150,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176281","Uti (Br-)","545736","Uti Bramhachari",250,48.45,5,2,2,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176278","Taktoda","545796","Taktoda",50,10.53,15,19,25,200
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176188","Aajegaon","545758","Ajegaon",400,48.02,0,400,3,45
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176194","Batwadi","545776","Batwadi",10,1.43,85,55,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176218","Hanakdari","545834","Hanakdari",25,19.69,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176286","Warudchakrapan","545811","Warud Chakrapan",360,60,1,390,60,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176213","Garkheda","545732","Garkheda",44,22.22,17,44,11,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176213","Garkheda","545782","Tapowan",10,13.89,0,0,8,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176187","Adol","545837","Adol",18,8.82,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176198","Borkhadi","545724","Borkhadi",15,6.05,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176205","Datala Bk","545772","Datada Bk",20,7.94,5,0,0,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176248","Maharkheda","545778","Maharkheda",20,13.33,15,35,40,60
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176248","Maharkheda","545792","Hiwara Najik Maharkheda",15,7.61,105,25,0,80
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176247","Mhalshi","545754","Mhalshi",20,5.63,20,10,4,0
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176228","Kadoli","545790","Kadoli",450,67.37,38,167,100,167
"2020","27","Maharashtra","481","Latur","4431","Ahemadpur","179313","Unni Jamb","560374","Unni",35,25.93,10,20,5,5
"2020","27","Maharashtra","481","Latur","4431","Ahemadpur","179243","Godhala","560369","Gothala",43,17.55,37,42,20,19
"2020","27","Maharashtra","481","Latur","4431","Ahemadpur","179314","Walsangi","560380","Walsangi",220,40.59,241,200,3,21
"2020","27","Maharashtra","481","Latur","4431","Ahemadpur","179230","Bodkha","560393","Bodkha",10,4.48,5,89,60,89
"2020","27","Maharashtra","481","Latur","4431","Ahemadpur","179310","Ujana","560320","Ujana",29,3.97,104,569,57,0
"2020","27","Maharashtra","481","Latur","4431","Ahemadpur","179310","Ujana","560321","Wadarwadi",14,23.33,34,26,2,1
